userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:11, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:13, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:16, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:18, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:21, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:23, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:26, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:28, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:31, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:33, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:36, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:39, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:41, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:44, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:47, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:50, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:53, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:56, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:59, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:02, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:04, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:06, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:08, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:11, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:13, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:15, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:18, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:20, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:23, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:25, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:28, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:30, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:33, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:36, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:38, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:41, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:44, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:47, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:50, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:53, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:56, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:24:59, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:02, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:04, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:06, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:08, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:10, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:13, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:15, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, temp, 24.25, sample_timestamp, 16:25:18, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, quality, 415, sample_timestamp, 16:23:11, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, quality, 401, sample_timestamp, 16:23:13, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:16, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, quality, 408, sample_timestamp, 16:23:18, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, quality, 401, sample_timestamp, 16:23:21, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:23, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:26, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, quality, 405, sample_timestamp, 16:23:28, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:31, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, quality, 406, sample_timestamp, 16:23:33, received timestamp, 13/13:23:34, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:36, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, quality, 402, sample_timestamp, 16:23:39, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:41, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, quality, 415, sample_timestamp, 16:23:44, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, quality, 401, sample_timestamp, 16:23:47, received timestamp, 13/13:23:48, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:23:50, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, quality, 408, sample_timestamp, 16:23:53, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, quality, 433, sample_timestamp, 16:23:56, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, quality, 404, sample_timestamp, 16:23:59, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, quality, 404, sample_timestamp, 16:24:02, received timestamp, 13/13:24:02, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:04, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:06, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, quality, 413, sample_timestamp, 16:24:08, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, quality, 413, sample_timestamp, 16:24:11, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, quality, 405, sample_timestamp, 16:24:13, received timestamp, 13/13:24:13, Message length, 169
userid, idIoTagent, quality, 401, sample_timestamp, 16:24:15, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:18, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, quality, 403, sample_timestamp, 16:24:20, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, quality, 404, sample_timestamp, 16:24:23, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:25, received timestamp, 13/13:24:26, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:28, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, quality, 401, sample_timestamp, 16:24:30, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:33, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:36, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, quality, 409, sample_timestamp, 16:24:38, received timestamp, 13/13:24:39, Message length, 169
userid, idIoTagent, quality, 411, sample_timestamp, 16:24:41, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, quality, 404, sample_timestamp, 16:24:44, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:24:47, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, quality, 404, sample_timestamp, 16:24:50, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, quality, 411, sample_timestamp, 16:24:53, received timestamp, 13/13:24:54, Message length, 169
userid, idIoTagent, quality, 420, sample_timestamp, 16:24:56, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, quality, 417, sample_timestamp, 16:24:59, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, quality, 428, sample_timestamp, 16:25:02, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, quality, 409, sample_timestamp, 16:25:04, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:25:06, received timestamp, 13/13:25:06, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:25:08, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:25:10, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, quality, 406, sample_timestamp, 16:25:13, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, quality, 412, sample_timestamp, 16:25:15, received timestamp, 13/13:25:18, Message length, 169
userid, idIoTagent, quality, 400, sample_timestamp, 16:25:18, received timestamp, 13/13:25:18, Message length, 169

